word,pos,category_codes,category_names
indebt,v,VERB,通用商務動詞
indecisive,a,GENADJ,一般形容詞
indeed,ad,GENADV,一般副詞
independent,a,GENADJ,一般形容詞
index,n,GENN,一般名詞
indicate,v,VERB,通用商務動詞
indication,n,GENN,一般名詞
indicator,n,GENN,一般名詞
indifference,n,GENN,一般名詞
indifferent,a,GENADJ,一般形容詞
indispensable,a,GENADJ,一般形容詞
individual,a,GENADJ,一般形容詞
indoor,a,GENADJ,一般形容詞
indoors,ad,GENADV,一般副詞
industrial,a,GENADJ,一般形容詞
industrialize,v,VERB,通用商務動詞
industry,n,GENN,一般名詞
inevitable,a,GENADJ,一般形容詞
inevitably,ad,GENADV,一般副詞
infamous,a,GENADJ,一般形容詞
infancy,n,GENN,一般名詞
infant,n,GENN,一般名詞
infect,v,HEALTH,醫療與健康
infection,n,HEALTH,醫療與健康
infer,v,VERB,通用商務動詞
inference,n,GENN,一般名詞
inferior,a,GENADJ,一般形容詞
info,n,GENN,一般名詞
inform,v,VERB,通用商務動詞
informal,a,GENADJ,一般形容詞
information,n,GENN,一般名詞
informative,a,GENADJ,一般形容詞
infrastructure,n,GENN,一般名詞
ingredient,n,FOOD,餐飲
inhabit,v,VERB,通用商務動詞
inhabitant,n,GENN,一般名詞
inherent,a,GENADJ,一般形容詞
initial,a,GENADJ,一般形容詞
initially,ad,GENADV,一般副詞
initiate,a,GENADJ,一般形容詞
initiation,n,GENN,一般名詞
initiative,a,GENADJ,一般形容詞
inject,v,VERB,通用商務動詞
injection,n,GENN,一般名詞
injure,v,HEALTH,醫療與健康
injured,a,GENADJ,一般形容詞
injury,n,HEALTH,醫療與健康
inner,a,GENADJ,一般形容詞
innocent,a,GENADJ,一般形容詞
innovate,v,VERB,通用商務動詞
innovation,n,GENN,一般名詞
innovator,n,TITLE,職稱與部門角色
inquire,v,CS,客戶服務
inquiry,n,CS,客戶服務
insane,a,HEALTH,醫療與健康
insanity,n,GENN,一般名詞
insecure,a,GENADJ,一般形容詞
insecurity,n,GENN,一般名詞
insert,v,VERB,通用商務動詞
inside,n,GENN,一般名詞
insider,n,GENN,一般名詞
insight,n,GENN,一般名詞
insist,v,VERB,通用商務動詞
inspect,v,MFG,生產與製造
inspection,n,MFG,生產與製造
inspector,n,TITLE|MFG,職稱與部門角色、生產與製造
inspiration,n,GENN,一般名詞
inspire,v,VERB,通用商務動詞
inspiring,a,GENADJ,一般形容詞
install,v,VERB,通用商務動詞
installment,n,BANK|FIN,銀行與投資、財務／會計
instance,n,GENN,一般名詞
instant,a,TIME,時間／頻率／程度副詞
instantaneously,ad,GENADV,一般副詞
instead,ad,GENADV,一般副詞
institute,n,GENN,一般名詞
institution,n,GENN,一般名詞
instruct,n,GENN,一般名詞
instruction,n,WORK|EDU,職場／辦公室日常、教育與學術
instructor,n,TITLE|EDU,職稱與部門角色、教育與學術
instrument,n,GENN,一般名詞
instrumental,a,GENADJ,一般形容詞
insult,v,VERB,通用商務動詞
insurance,n,BANK|HEALTH,銀行與投資、醫療與健康
insure,v,BANK,銀行與投資
integrity,n,GENN,一般名詞
intelligence,n,GENN,一般名詞
intend,v,VERB,通用商務動詞
intense,a,GENADJ,一般形容詞
intensify,v,VERB,通用商務動詞
intensive,a,GENADJ,一般形容詞
intent,v,VERB,通用商務動詞
intention,n,GENN,一般名詞
interchangeable,a,GENADJ,一般形容詞
interest,n,BANK,銀行與投資
interfere,v,VERB,通用商務動詞
interior,a,GENADJ,一般形容詞
intermittent,a,GENADJ,一般形容詞
internal,a,GENADJ,一般形容詞
international,a,GENADJ,一般形容詞
internationalize,v,VERB,通用商務動詞
interpret,v,VERB,通用商務動詞
interpreter,n,GENN,一般名詞
interrupt,v,VERB,通用商務動詞
interruption,n,GENN,一般名詞
interview,n,HR|MEDIA,人資／招聘、媒體與傳播
interviewee,n,TITLE|HR,職稱與部門角色、人資／招聘
interviewer,n,TITLE|HR,職稱與部門角色、人資／招聘
intricate,a,GENADJ,一般形容詞
introduce,v,VERB,通用商務動詞
introduction,n,GENN,一般名詞
introductory,a,GENADJ,一般形容詞
invent,v,VERB,通用商務動詞
invention,n,GENN,一般名詞
inventive,a,GENADJ,一般形容詞
inventor,n,GENN,一般名詞
inventory,n,ORDER|LOG,採購／訂單、物流與運輸
invest,v,BANK,銀行與投資
investment,n,BANK,銀行與投資
investor,n,BANK,銀行與投資
invisible,a,GENADJ,一般形容詞
invitation,n,GENN,一般名詞
invite,v,VERB,通用商務動詞
invoice,n,FIN|ORDER,財務／會計、採購／訂單
involve,v,VERB,通用商務動詞
involvement,n,GENN,一般名詞
irrelevant,a,GENADJ,一般形容詞
issue,v,VERB,通用商務動詞
item,n,GENN,一般名詞
itemize,v,VERB,通用商務動詞
itinerary,n,TRAVEL,差旅與交通
janitor,n,TITLE,職稱與部門角色
job,n,GENN,一般名詞
jobless,a,GENADJ,一般形容詞
jog,n,GENN,一般名詞
join,v,VERB,通用商務動詞
joint,n,GENN,一般名詞
journal,n,MEDIA,媒體與傳播
journalist,n,TITLE|MEDIA,職稱與部門角色、媒體與傳播
journey,n,TRAVEL,差旅與交通
judge,v,LEGAL,法律與合約
judgmental,a,GENADJ,一般形容詞
junction,n,GENN,一般名詞
justice,n,LEGAL,法律與合約
justify,v,LEGAL,法律與合約
keen,a,GENADJ,一般形容詞
keenly,ad,GENADV,一般副詞
keep,v,VERB,通用商務動詞
keeper,n,GENN,一般名詞
key,n,GENN,一般名詞
keyboard,n,TECH,科技與電腦
kick,v,VERB,通用商務動詞
kickoff,n,GENN,一般名詞
kid,n,GENN,一般名詞
kidna,v,VERB,通用商務動詞
kidnapper,n,GENN,一般名詞
kidney,n,GENN,一般名詞
kilogram,n,GENN,一般名詞
kilometer,n,GENN,一般名詞
kin,a,GENADJ,一般形容詞
kind,a,EMOTION,情緒與個性形容詞
kindly,a,GENADJ,一般形容詞
kindness,n,EMOTION,情緒與個性形容詞
kit,n,GENN,一般名詞
know,v,VERB,通用商務動詞
knowingly,ad,GENADV,一般副詞
knowledge,n,GENN,一般名詞
knowledgeable,a,GENADJ,一般形容詞
lab,n,GENN,一般名詞
label,n,GENN,一般名詞
labor,n,MFG,生產與製造
laboratory,n,GENN,一般名詞
lack,v,VERB,通用商務動詞
lacking,a,GENADJ,一般形容詞
lag,v,VERB,通用商務動詞
laid-back,a,GENADJ,一般形容詞
lamentl,n,GENN,一般名詞
lamp,n,HOME,居家／房間／家具
land,n,GENN,一般名詞
landing,n,GENN,一般名詞
landlady,n,TITLE|HOME,職稱與部門角色、居家／房間／家具
landlord,n,TITLE|HOME,職稱與部門角色、居家／房間／家具
landmark,n,GENN,一般名詞
landscape,n,GENN,一般名詞
landscaper,n,GENN,一般名詞
languish,v,VERB,通用商務動詞
lapse,v,VERB,通用商務動詞
large,a,GENADJ,一般形容詞
large-scale,a,GENADJ,一般形容詞
lash,n,GENN,一般名詞
last,v,VERB,通用商務動詞
last-minute,a,GENADJ,一般形容詞
late,a,GENADJ,一般形容詞
lately,a,TIME,時間／頻率／程度副詞
later,a,GENADJ,一般形容詞
latter,a,GENADJ,一般形容詞
launch,v,MKT,行銷與業務
laundry,n,GENN,一般名詞
lavatory,n,GENN,一般名詞
law,n,LEGAL|GOV,法律與合約、政府／公共事務
lawful,a,LEGAL,法律與合約
lawsuit,n,LEGAL,法律與合約
lawyer,n,TITLE|LEGAL,職稱與部門角色、法律與合約
lay,v,VERB,通用商務動詞
layer,n,GENN,一般名詞
layoff,n,HR,人資／招聘
layout,n,GENN,一般名詞
lead,v,VERB,通用商務動詞
leader,n,GENN,一般名詞
leading,a,GENADJ,一般形容詞
league,n,GENN,一般名詞
leak,n,GENN,一般名詞
leakage,n,GENN,一般名詞
lean,v,VERB,通用商務動詞
leap,v,VERB,通用商務動詞
learn,v,VERB,通用商務動詞
lease,n,HOME,居家／房間／家具
least,a,GENADJ,一般形容詞
leathe,n,GENN,一般名詞
leave,v,VERB,通用商務動詞
lecture,n,EDU,教育與學術
legal,a,LEGAL,法律與合約
legalize,v,LEGAL,法律與合約
legitimate,a,LEGAL,法律與合約
leisure,n,ARTS,藝術娛樂／運動休閒
lend,v,VERB,通用商務動詞
lesson,n,EDU,教育與學術
letter,n,GENN,一般名詞
letterhead,n,WORK,職場／辦公室日常
level,n,GENN,一般名詞
leverage,n,GENN,一般名詞
liability,n,FIN|LEGAL,財務／會計、法律與合約
liable,a,LEGAL,法律與合約
liberal,a,GENADJ,一般形容詞
library,n,EDU,教育與學術
license,n,LEGAL,法律與合約
lifestyle,n,GENN,一般名詞
likelihood,n,GENN,一般名詞
likely,a,GENADJ,一般形容詞
limit,v,VERB,通用商務動詞
limited,a,GENADJ,一般形容詞
link,n,GENN,一般名詞
list,n,GENN,一般名詞
litter,n,GENN,一般名詞
load,n,GENN,一般名詞
loan,n,BANK,銀行與投資
local,a,GENADJ,一般形容詞
locate,v,VERB,通用商務動詞
located,a,GENADJ,一般形容詞
location,n,GENN,一般名詞
lock,n,GENN,一般名詞
locksmith,n,TITLE,職稱與部門角色
logistics,n,LOG,物流與運輸
logo,n,MKT,行銷與業務
loom,n,GENN,一般名詞
lose,v,VERB,通用商務動詞
loss,n,FIN,財務／會計
lounge,n,HOTEL,飯店與住宿
loyal,a,EMOTION,情緒與個性形容詞
loyalty,n,EMOTION,情緒與個性形容詞
lucrative,a,GENADJ,一般形容詞
luggage,n,TRAVEL,差旅與交通
lumber,n,GENN,一般名詞
mad,a,GENADJ,一般形容詞
madness,n,GENN,一般名詞
magazine,n,MEDIA,媒體與傳播
mail,n,GENN,一般名詞
mailing,n,GENN,一般名詞
main,a,GENADJ,一般形容詞
mainframe,n,WORK,職場／辦公室日常
maintain,v,VERB,通用商務動詞
maintenance,n,GENN,一般名詞
major,a,GENADJ,一般形容詞
majority,n,GENN,一般名詞
mall,n,SHOP,購物與零售
manage,v,VERB,通用商務動詞
management,n,GENN,一般名詞
manager,n,TITLE,職稱與部門角色
managerial,a,GENADJ,一般形容詞
mandate,n,GENN,一般名詞
manner,n,GENN,一般名詞
manual,a,GENADJ,一般形容詞
manually,ad,GENADV,一般副詞
manufacture,v,MFG,生產與製造
manufacturer,n,MFG,生產與製造
margin,n,FIN,財務／會計
mark,n,GENN,一般名詞
market,n,MKT,行銷與業務
match,n,GENN,一般名詞
maternal,a,GENADJ,一般形容詞
matter,n,GENN,一般名詞
maximum,n,GENN,一般名詞
mayor,n,TITLE|GOV,職稱與部門角色、政府／公共事務
mean,a,GENADJ,一般形容詞
meaning,n,GENN,一般名詞
measurable,a,GENADJ,一般形容詞
measure,v,VERB,通用商務動詞
measurement,n,GENN,一般名詞
medicine,n,HEALTH,醫療與健康
mediocre,a,GENADJ,一般形容詞
medium,n,GENN,一般名詞
member,n,GENN,一般名詞
membership,n,GENN,一般名詞
memo,n,WORK,職場／辦公室日常
mend,v,VERB,通用商務動詞
mental,a,GENADJ,一般形容詞
mention,v,VERB,通用商務動詞
mentor,n,TITLE,職稱與部門角色
menu,n,FOOD,餐飲
merchandise,n,MKT|SHOP,行銷與業務、購物與零售
merge,v,VERB,通用商務動詞
merger,n,GENN,一般名詞
message,n,GENN,一般名詞
messenger,n,GENN,一般名詞
method,n,GENN,一般名詞
meticulous,a,GENADJ,一般形容詞
metropolitan,a,GENADJ,一般形容詞
mid-range,a,GENADJ,一般形容詞
midday,n,GENN,一般名詞
midmorning,n,GENN,一般名詞
mild,a,GENADJ,一般形容詞
mildly,ad,GENADV,一般副詞
millennium,n,GENN,一般名詞
minimum,n,GENN,一般名詞
minority,n,GENN,一般名詞
minute,n,GENN,一般名詞
minutely,a,GENADJ,一般形容詞
miserable,a,EMOTION,情緒與個性形容詞
miserably,ad,EMOTION,情緒與個性形容詞
mission,n,GENN,一般名詞
mistake,v,VERB,通用商務動詞
mistaken,a,GENADJ,一般形容詞
mistreat,v,VERB,通用商務動詞
mistreatment,n,GENN,一般名詞
misunderstand,v,VERB,通用商務動詞
misunderstanding,n,GENN,一般名詞
mitigate,v,VERB,通用商務動詞
mobilize,v,VERB,通用商務動詞
moderately,ad,TIME,時間／頻率／程度副詞
modest,a,EMOTION,情緒與個性形容詞
momentum,n,GENN,一般名詞
monetize,v,VERB,通用商務動詞
money,n,GENN,一般名詞
monitor,n,TECH,科技與電腦
mood,n,GENN,一般名詞
moral,a,GENADJ,一般形容詞
mortgag,n,GENN,一般名詞
motivate,v,VERB,通用商務動詞
motivation,n,GENN,一般名詞
motive,n,GENN,一般名詞
move,v,VERB,通用商務動詞
movement,n,GENN,一般名詞
mul,v,VERB,通用商務動詞
myriad,n,GENN,一般名詞
nag,v,VERB,通用商務動詞
nail,n,GENN,一般名詞
naive,a,GENADJ,一般形容詞
name,n,GENN,一般名詞
namely,ad,GENADV,一般副詞
narrate,v,VERB,通用商務動詞
narration,n,GENN,一般名詞
narrator,n,TITLE,職稱與部門角色
narrow,a,GENADJ,一般形容詞
narrowly,ad,GENADV,一般副詞
nation,n,GOV,政府／公共事務
national,a,GOV,政府／公共事務
nationality,n,GOV,政府／公共事務
nationwide,a,GENADJ,一般形容詞
native,a,GENADJ,一般形容詞
natural,a,GENADJ,一般形容詞
naturally,ad,GENADV,一般副詞
nearby,a,GENADJ,一般形容詞
necessarily,ad,GENADV,一般副詞
necessary,a,GENADJ,一般形容詞
necessity,n,GENN,一般名詞
need,n,GENN,一般名詞
neglect,n,GENN,一般名詞
neglectful,a,GENADJ,一般形容詞
negligence,n,GENN,一般名詞
negotiable,a,GENADJ,一般形容詞
negotiate,v,VERB,通用商務動詞
negotiator,n,TITLE,職稱與部門角色
nevertheless,ad,GENADV,一般副詞
news,n,GENN,一般名詞
newsletter,n,GENN,一般名詞
nexus,n,GENN,一般名詞
nominate,v,VERB,通用商務動詞
nomination,n,GENN,一般名詞
nominee,n,GENN,一般名詞
note,n,GENN,一般名詞
notebook,n,WORK,職場／辦公室日常
notice,v,VERB,通用商務動詞
novel,n,ARTS,藝術娛樂／運動休閒
novelty,n,GENN,一般名詞
null,a,GENADJ,一般形容詞
nurse,n,HEALTH,醫療與健康
nursing,n,HEALTH,醫療與健康
nurture,n,GENN,一般名詞
nutrient,a,FOOD,餐飲
nutrition,n,FOOD|HEALTH,餐飲、醫療與健康
object,n,GENN,一般名詞
objection,n,GENN,一般名詞
objective,a,GENADJ,一般形容詞
obligation,n,GENN,一般名詞
obligatory,n,GENN,一般名詞
observe,v,VERB,通用商務動詞
obsolete,a,GENADJ,一般形容詞
obtain,v,VERB,通用商務動詞
obvious,a,GENADJ,一般形容詞
obviously,ad,GENADV,一般副詞
occasion,n,TIME,時間／頻率／程度副詞
occupancy,n,HOTEL,飯店與住宿
occupation,n,GENN,一般名詞
occupied,a,GENADJ,一般形容詞
occur,v,VERB,通用商務動詞
occurrence,n,GENN,一般名詞
offence,n,GENN,一般名詞
offender,n,GENN,一般名詞
offense,n,GENN,一般名詞
offensive,a,GENADJ,一般形容詞
offer,v,VERB,通用商務動詞
offset,v,VERB,通用商務動詞
omission,n,GENN,一般名詞
omit,v,VERB,通用商務動詞
oom-out,v,VERB,通用商務動詞
operate,v,VERB,通用商務動詞
operation,a,GENADJ,一般形容詞
operational,a,GENADJ,一般形容詞
operator,n,GENN,一般名詞
opinion,n,GENN,一般名詞
opportune,a,GENADJ,一般形容詞
opportunity,n,GENN,一般名詞
opposite,a,GENADJ,一般形容詞
option,n,GENN,一般名詞
order,n,ORDER,採購／訂單
ordinarily,a,GENADJ,一般形容詞
ordinary,a,GENADJ,一般形容詞
organize,v,VERB,通用商務動詞
origin,n,GENN,一般名詞
original,a,GENADJ,一般形容詞
originality,n,GENN,一般名詞
originally,ad,GENADV,一般副詞
originate,v,VERB,通用商務動詞
out-of-date,a,GENADJ,一般形容詞
outbound,a,GENADJ,一般形容詞
outdo,v,VERB,通用商務動詞
outdoor,a,GENADJ,一般形容詞
outer,a,GENADJ,一般形容詞
outgoing,a,GENADJ,一般形容詞
outgun,v,VERB,通用商務動詞
outlaw,n,GENN,一般名詞
outlet,n,GENN,一般名詞
outline,n,GENN,一般名詞
outlook,n,GENN,一般名詞
outmaneuver,v,VERB,通用商務動詞
output,v,MFG,生產與製造
outrage,n,GENN,一般名詞
outrageous,a,GENADJ,一般形容詞
outrun,v,VERB,通用商務動詞
outskirt,n,GENN,一般名詞
outsmart,v,VERB,通用商務動詞
outstanding,a,GENADJ,一般形容詞
outward,a,GENADJ,一般形容詞
outweigh,v,VERB,通用商務動詞
overall,a,GENADJ,一般形容詞
overcome,v,VERB,通用商務動詞
overhead,a,GENADJ,一般形容詞
overlap,v,VERB,通用商務動詞
overlook,v,VERB,通用商務動詞
overseas,a,GENADJ,一般形容詞
oversee,v,VERB,通用商務動詞
overtime,n,WORK,職場／辦公室日常
overview,n,GENN,一般名詞
overwhelm,v,VERB,通用商務動詞
ow,v,VERB,通用商務動詞
own,a,GENADJ,一般形容詞
owner,n,GENN,一般名詞
package,n,LOG,物流與運輸
panel,a,MEET,會議與簡報
paragraph,n,GENN,一般名詞
part,n,GENN,一般名詞
part-time,a,GENADJ,一般形容詞
partial,a,GENADJ,一般形容詞
participant,n,MEET,會議與簡報
participate,v,MEET,會議與簡報
particular,a,GENADJ,一般形容詞
particularly,ad,TIME,時間／頻率／程度副詞
partner,n,GENN,一般名詞
partnership,n,WORK|MKT,職場／辦公室日常、行銷與業務
party,n,GENN,一般名詞
pass,v,VERB,通用商務動詞
passage,n,GENN,一般名詞
passenger,n,GENN,一般名詞
passport,n,TRAVEL,差旅與交通
patch,n,GENN,一般名詞
path,n,GENN,一般名詞
patience,n,EMOTION,情緒與個性形容詞
patient,a,HEALTH|EMOTION,醫療與健康、情緒與個性形容詞
pattern,n,GENN,一般名詞
pay,v,VERB,通用商務動詞
payable,a,FIN,財務／會計
payment,n,FIN,財務／會計
payroll,n,HR,人資／招聘
peace,n,GENN,一般名詞
peaceful,a,GENADJ,一般形容詞
peculiar,a,GENADJ,一般形容詞
penalize,v,LEGAL,法律與合約
penalty,n,LEGAL,法律與合約
perceive,v,VERB,通用商務動詞
percent,n,GENN,一般名詞
percentage,n,GENN,一般名詞
perception,n,GENN,一般名詞
perfect,a,GENADJ,一般形容詞
perform,n,GENN,一般名詞
performance,n,HR,人資／招聘
perhaps,ad,GENADV,一般副詞
period,n,GENN,一般名詞
periodical,a,TIME,時間／頻率／程度副詞
permanent,a,TIME,時間／頻率／程度副詞
permit,v,VERB,通用商務動詞
persistence,n,GENN,一般名詞
persistent,a,GENADJ,一般形容詞
personnel,n,HR,人資／招聘
perspective,a,GENADJ,一般形容詞
persuade,v,VERB,通用商務動詞
persuasion,n,GENN,一般名詞
pertain,v,VERB,通用商務動詞
pertinent,a,GENADJ,一般形容詞
petrol,n,GENN,一般名詞
pharmacy,n,HEALTH,醫療與健康
photo,n,GENN,一般名詞
photograph,n,GENN,一般名詞
photographer,n,TITLE,職稱與部門角色
pile,n,GENN,一般名詞
pin,n,WORK,職場／辦公室日常
pioneer,n,TITLE,職稱與部門角色
pipeline,n,GENN,一般名詞
pitch,v,MKT,行銷與業務
place,n,GENN,一般名詞
placement,n,GENN,一般名詞
placid,a,GENADJ,一般形容詞
plain,a,GENADJ,一般形容詞
plan,n,GENN,一般名詞
plane,n,GENN,一般名詞
planet,n,GENN,一般名詞
plant,n,MFG,生產與製造
please,v,VERB,通用商務動詞
pleased,a,EMOTION,情緒與個性形容詞
pleasure,n,EMOTION,情緒與個性形容詞
plug,n,GENN,一般名詞
plumber,n,TITLE,職稱與部門角色
pocket,n,GENN,一般名詞
policy,n,BANK|GOV,銀行與投資、政府／公共事務
polite,a,EMOTION,情緒與個性形容詞
poll,n,GENN,一般名詞
pollute,v,WEATHER,天氣與環境
pollution,n,WEATHER,天氣與環境
ponder,v,VERB,通用商務動詞
population,n,GENN,一般名詞
portable,a,GENADJ,一般形容詞
portfolio,n,BANK,銀行與投資
pose,n,GENN,一般名詞
position,n,GENN,一般名詞
possess,v,VERB,通用商務動詞
possession,n,GENN,一般名詞
possibility,n,GENN,一般名詞
possible,a,GENADJ,一般形容詞
post,n,GENN,一般名詞
postage,n,WORK|SHOP,職場／辦公室日常、購物與零售
posting,n,GENN,一般名詞
postmaster,n,GENN,一般名詞
postpone,v,VERB,通用商務動詞
posture,n,GENN,一般名詞
potency,n,GENN,一般名詞
potential,a,GENADJ,一般形容詞
power,n,GENN,一般名詞
powerful,a,GENADJ,一般形容詞
pr,n,GENN,一般名詞
practical,a,GENADJ,一般形容詞
practice,v,VERB,通用商務動詞
precise,a,GENADJ,一般形容詞
precisely,ad,TIME,時間／頻率／程度副詞
precondition,n,GENN,一般名詞
predict,v,VERB,通用商務動詞
predictable,a,GENADJ,一般形容詞
prediction,n,GENN,一般名詞
predisposition,n,GENN,一般名詞
predominate,v,VERB,通用商務動詞
preface,n,GENN,一般名詞
prefer,v,VERB,通用商務動詞
preference,n,GENN,一般名詞
prejudice,n,GENN,一般名詞
premises,n,GENN,一般名詞
premium,a,BANK,銀行與投資
prepaid,a,GENADJ,一般形容詞
prepare,v,VERB,通用商務動詞
prescription,n,HEALTH,醫療與健康
present,a,GENADJ,一般形容詞
preserve,v,VERB,通用商務動詞
president,n,TITLE,職稱與部門角色
press,v,MEDIA,媒體與傳播
pressure,n,GENN,一般名詞
presume,v,VERB,通用商務動詞
pretend,v,VERB,通用商務動詞
pretense,n,GENN,一般名詞
pretentious,a,GENADJ,一般形容詞
prevail,v,VERB,通用商務動詞
prevalent,a,GENADJ,一般形容詞
prevent,v,VERB,通用商務動詞
preventive,a,GENADJ,一般形容詞
previous,a,TIME,時間／頻率／程度副詞
previously,ad,TIME,時間／頻率／程度副詞
price,n,SHOP,購物與零售
priceless,a,GENADJ,一般形容詞
primarily,ad,TIME,時間／頻率／程度副詞
prime,a,GENADJ,一般形容詞
principal,a,GENADJ,一般形容詞
principle,n,GENN,一般名詞
prior,a,GENADJ,一般形容詞
prioritize,v,VERB,通用商務動詞
priority,n,GENN,一般名詞
privacy,n,GENN,一般名詞
private,a,GENADJ,一般形容詞
privatize,v,VERB,通用商務動詞
privilege,n,GENN,一般名詞
prize,n,GENN,一般名詞
probably,ad,GENADV,一般副詞
procedure,n,GENN,一般名詞
proceed,v,VERB,通用商務動詞
process,n,GENN,一般名詞
procure,n,ORDER,採購／訂單
procurement,n,ORDER,採購／訂單
product,n,MFG,生產與製造
production,n,MFG,生產與製造
productivity,n,GENN,一般名詞
profession,n,GENN,一般名詞
professional,a,GENADJ,一般形容詞
profound,a,GENADJ,一般形容詞
program,n,TECH,科技與電腦
programmer,n,TECH,科技與電腦
progress,v,VERB,通用商務動詞
progression,n,GENN,一般名詞
prohibit,v,VERB,通用商務動詞
project,v,VERB,通用商務動詞
projection,n,GENN,一般名詞
prolong,v,VERB,通用商務動詞
promise,v,VERB,通用商務動詞
promote,v,HR|MKT,人資／招聘、行銷與業務
promotional,a,MKT,行銷與業務
proof,n,GENN,一般名詞
proper,a,GENADJ,一般形容詞
property,n,LEGAL|HOME,法律與合約、居家／房間／家具
proposal,n,GENN,一般名詞
propose,v,VERB,通用商務動詞
prospect,n,GENN,一般名詞
protect,v,VERB,通用商務動詞
protection,n,GENN,一般名詞
proud,a,EMOTION,情緒與個性形容詞
prove,v,VERB,通用商務動詞
provide,v,VERB,通用商務動詞
proximity,n,GENN,一般名詞
public,a,GOV,政府／公共事務
publication,n,MEDIA,媒體與傳播
publicize,v,VERB,通用商務動詞
publish,v,MEDIA,媒體與傳播
publisher,n,TITLE|MEDIA,職稱與部門角色、媒體與傳播
punish,v,VERB,通用商務動詞
punishment,n,GENN,一般名詞
purchase,v,MKT|ORDER|SHOP,行銷與業務、採購／訂單、購物與零售
pure,a,GENADJ,一般形容詞
purely,a,GENADJ,一般形容詞
purify,v,VERB,通用商務動詞
purpose,n,GENN,一般名詞
pursue,v,VERB,通用商務動詞
pursuit,n,GENN,一般名詞
qualify,v,HR,人資／招聘
quality,n,MFG,生產與製造
quantity,n,GENN,一般名詞
quarrel,n,GENN,一般名詞
quarter,n,FIN,財務／會計
quarterly,a,FIN|TIME,財務／會計、時間／頻率／程度副詞
question,n,GENN,一般名詞
questionable,a,GENADJ,一般形容詞
queue,n,SHOP|TRAVEL,購物與零售、差旅與交通
quick,a,GENADJ,一般形容詞
quickly,ad,TIME,時間／頻率／程度副詞
quiet,a,GENADJ,一般形容詞
quit,v,VERB,通用商務動詞
quite,ad,TIME,時間／頻率／程度副詞
quotation,n,ORDER,採購／訂單
quote,v,ORDER,採購／訂單
race,n,GENN,一般名詞
racial,a,GENADJ,一般形容詞
radical,a,GENADJ,一般形容詞
radio,n,MEDIA,媒體與傳播
radioactive,a,GENADJ,一般形容詞
radius,n,GENN,一般名詞
railroad,n,TRAVEL,差旅與交通
raise,v,VERB,通用商務動詞
random,a,GENADJ,一般形容詞
randomly,ad,GENADV,一般副詞
range,n,GENN,一般名詞
rank,n,GENN,一般名詞
rapid,a,TIME,時間／頻率／程度副詞
rapidly,ad,TIME,時間／頻率／程度副詞
rare,a,GENADJ,一般形容詞
rarely,ad,TIME,時間／頻率／程度副詞
rate,v,VERB,通用商務動詞
rather,ad,TIME,時間／頻率／程度副詞
rational,a,GENADJ,一般形容詞
reac,v,VERB,通用商務動詞
read,v,VERB,通用商務動詞
reader,n,GENN,一般名詞
readership,n,EDU,教育與學術
readiness,n,GENN,一般名詞
ready,a,GENADJ,一般形容詞
realization,n,GENN,一般名詞
realize,v,VERB,通用商務動詞
reason,n,GENN,一般名詞
reasonable,a,GENADJ,一般形容詞
rebel,n,GENN,一般名詞
rebellion,n,GENN,一般名詞
rebound,v,VERB,通用商務動詞
rebuild,v,VERB,通用商務動詞
recall,v,VERB,通用商務動詞
receipt,n,FIN|SHOP,財務／會計、購物與零售
receive,v,VERB,通用商務動詞
recent,a,TIME,時間／頻率／程度副詞
recently,ad,TIME,時間／頻率／程度副詞
reception,n,GENN,一般名詞
receptionist,n,TITLE,職稱與部門角色
recharge,v,VERB,通用商務動詞
recipient,n,GENN,一般名詞
reclaim,v,VERB,通用商務動詞
recognition,n,GENN,一般名詞
recognizable,a,GENADJ,一般形容詞
recognize,v,VERB,通用商務動詞
recommend,v,VERB,通用商務動詞
recommendation,n,GENN,一般名詞
reconsider,v,VERB,通用商務動詞
record,v,VERB,通用商務動詞
recover,v,VERB,通用商務動詞
recovery,n,GENN,一般名詞
recruit,v,HR,人資／招聘
recruitment,n,HR,人資／招聘
rectangle,n,GENN,一般名詞
rectify,v,VERB,通用商務動詞
reduce,v,VERB,通用商務動詞
refer,v,VERB,通用商務動詞
reference,n,WORK,職場／辦公室日常
refund,n,CS|SHOP,客戶服務、購物與零售
refurbish,v,VERB,通用商務動詞
refusal,n,GENN,一般名詞
refuse,v,VERB,通用商務動詞
regard,n,GENN,一般名詞
regarding,prep,FUNC,連接詞／介系詞等功能詞
regardless,ad,GENADV,一般副詞
region,n,GENN,一般名詞
registering,a,GENADJ,一般形容詞
regular,a,TIME,時間／頻率／程度副詞
regularly,ad,TIME,時間／頻率／程度副詞
regulate,v,LEGAL|GOV,法律與合約、政府／公共事務
regulation,n,LEGAL|GOV,法律與合約、政府／公共事務
rehearsal,n,MEET,會議與簡報
rehearse,v,MEET,會議與簡報
reimburse,v,FIN,財務／會計
reimbursement,n,FIN,財務／會計
reinforce,v,VERB,通用商務動詞
reinforcement,n,GENN,一般名詞
reiterate,v,VERB,通用商務動詞
reject,v,VERB,通用商務動詞
rejection,n,GENN,一般名詞
relate,v,VERB,通用商務動詞
relation,n,GENN,一般名詞
relationship,n,GENN,一般名詞
release,v,VERB,通用商務動詞
relevant,a,GENADJ,一般形容詞
reliable,a,EMOTION,情緒與個性形容詞
relief,n,GENN,一般名詞
